,suite_id,sample_id,code,value,character
11693,71,3,6,5,五
5507,54,7,15,15,亿
1438,48,8,11,10,十
11159,22,9,6,5,五
12551,59,10,7,6,六
1413,46,3,11,10,十
8267,32,7,3,2,二
9682,70,2,4,3,三
9360,41,1,4,3,三
10098,17,8,5,4,四
4156,22,6,14,14,万
5643,67,3,15,15,亿
14050,13,1,9,8,八
10966,96,6,5,4,四
8671,7,10,3,2,二
4404,45,4,14,14,万
2108,18,8,12,12,百
13780,8,1,8,7,七
9550,59,1,4,3,三
10722,74,2,5,4,四
1290,35,1,11,10,十
1605,63,5,11,10,十
7672,7,2,2,1,一
10591,62,10,5,4,四
11294,35,4,6,5,五
5358,40,8,15,15,亿
9377,42,7,4,3,三
1081,16,10,11,10,十
13561,6,10,8,7,七
7467,50,7,2,1,一
4310,37,1,14,14,万
14346,4,6,9,8,八
4257,31,7,14,14,万
10222,29,2,5,4,四
70,15,1,10,9,九
13068,14,8,8,7,七
4987,98,7,14,14,万
5494,53,4,15,15,亿
8860,87,1,3,2,二
6749,76,9,1,0,零
14811,82,10,9,8,八
8014,10,4,3,2,二
5293,35,3,15,15,亿
953,95,3,10,9,九
11178,24,8,6,5,五
14343,4,3,9,8,八
7834,84,4,2,1,一
5818,82,8,15,15,亿
7712,73,2,2,1,一
13782,8,2,8,7,七
10820,83,1,5,4,四
8221,29,10,3,2,二
12082,16,2,7,6,六
3712,73,2,13,13,千
13769,78,9,8,7,七
5646,67,6,15,15,亿
8789,8,9,3,2,二
9244,30,4,4,3,三
14870,88,1,9,8,八
9183,25,3,4,3,三
9212,28,2,4,3,三
2139,20,9,12,12,百
3614,64,4,13,13,千
1975,97,5,11,10,十
2913,91,3,12,12,百
5200,27,1,15,15,亿
13881,89,10,8,7,七
12057,13,7,7,6,六
9834,84,4,4,3,三
4709,72,9,14,14,万
7481,52,10,2,1,一
7571,60,10,2,1,一
6611,64,10,1,0,零
12165,23,5,7,6,六
14605,63,5,9,8,八
2850,86,1,12,12,百
2615,64,5,12,12,百
10156,22,6,5,4,四
13472,51,2,8,7,七
3262,32,2,13,13,千
10829,83,9,5,4,四
1138,20,8,11,10,十
12290,35,1,7,6,六
6478,51,8,1,0,零
6697,71,7,1,0,零
3281,34,10,13,13,千
3757,77,7,13,13,千
9454,5,4,4,3,三
11370,42,1,6,5,五
8392,44,2,3,2,二
2716,73,6,12,12,百
13540,58,1,8,7,七
12970,97,1,7,6,六
2851,86,10,12,12,百
5157,22,7,15,15,亿
13852,86,2,8,7,七
13096,17,6,8,7,七
8252,31,2,3,2,二
6607,63,7,1,0,零
5560,6,1,15,15,亿
3437,48,7,13,13,千
7483,52,3,2,1,一
9413,46,3,4,3,三
14485,52,5,9,8,八
4552,59,2,14,14,万
2420,47,1,12,12,百
8421,47,10,3,2,二
3445,49,5,13,13,千
161,23,10,10,9,九
14856,86,6,9,8,八
11789,8,9,6,5,五
13085,16,5,8,7,七
10313,37,3,5,4,四
4623,65,3,14,14,万
6141,21,10,1,0,零
7867,87,7,2,1,一
510,55,1,10,9,九
6623,65,3,1,0,零
11647,67,7,6,5,五
9736,75,6,4,3,三
11445,49,5,6,5,五
10988,98,8,5,4,四
3602,63,2,13,13,千
10464,50,4,5,4,四
96,17,6,10,9,九
3364,41,4,13,13,千
10979,97,9,5,4,四
2172,24,2,12,12,百
2368,41,8,12,12,百
14566,6,6,9,8,八
5326,38,6,15,15,亿
9712,73,2,4,3,三
14425,47,5,9,8,八
5759,77,9,15,15,亿
11141,21,10,6,5,五
12013,10,3,7,6,六
2310,37,1,12,12,百
7511,55,10,2,1,一
2537,57,7,12,12,百
12779,79,9,7,6,六
5108,18,8,15,15,亿
12999,99,9,7,6,六
9251,31,10,4,3,三
5421,47,10,15,15,亿
5186,25,6,15,15,亿
7490,53,1,2,1,一
6851,86,10,1,0,零
11751,77,10,6,5,五
7848,85,8,2,1,一
10355,40,5,5,4,四
12103,18,3,7,6,六
12826,83,6,7,6,六
9934,93,4,4,3,三
10762,78,2,5,4,四
14256,31,6,9,8,八
2429,47,9,12,12,百
6178,24,8,1,0,零
7064,14,4,2,1,一
2298,35,8,12,12,百
5185,25,5,15,15,亿
5151,22,10,15,15,亿
10910,91,1,5,4,四
12492,53,2,7,6,六
12989,98,9,7,6,六
13184,25,4,8,7,七
14822,83,2,9,8,八
11513,55,3,6,5,五
12216,28,6,7,6,六
1119,19,9,11,10,十
7645,67,5,2,1,一
3164,23,4,13,13,千
9780,8,1,4,3,三
14544,58,4,9,8,八
13974,97,4,8,7,七
8083,16,3,3,2,二
11188,25,8,6,5,五
1793,80,3,11,10,十
5399,44,9,15,15,亿
7707,72,7,2,1,一
7924,92,4,2,1,一
12227,29,7,7,6,六
4016,10,6,14,14,万
8109,18,9,3,2,二
10440,49,1,5,4,四
13842,85,2,8,7,七
2642,67,2,12,12,百
1689,70,9,11,10,十
2102,18,2,12,12,百
3874,88,4,13,13,千
8928,92,8,3,2,二
8493,53,3,3,2,二
13011,10,10,8,7,七
5907,90,7,15,15,亿
7267,32,7,2,1,一
14202,27,2,9,8,八
14308,36,8,9,8,八
84,16,4,10,9,九
5722,74,2,15,15,亿
8123,2,3,3,2,二
12799,80,9,7,6,六
1705,72,5,11,10,十
2348,4,8,12,12,百
13209,27,9,8,7,七
8296,35,6,3,2,二
1369,41,9,11,10,十
6057,13,7,1,0,零
4869,87,9,14,14,万
7035,11,5,2,1,一
6563,6,3,1,0,零
2478,51,8,12,12,百
2811,82,10,12,12,百
9715,73,5,4,3,三
14492,53,2,9,8,八
9170,24,1,4,3,三
11173,24,3,6,5,五
4131,20,10,14,14,万
8919,91,9,3,2,二
7177,24,7,2,1,一
6796,80,6,1,0,零
11874,88,4,6,5,五
5743,76,3,15,15,亿
13250,31,1,8,7,七
8161,23,10,3,2,二
2829,83,9,12,12,百
10657,68,7,5,4,四
9287,34,7,4,3,三
14189,25,9,9,8,八
14536,57,6,9,8,八
2911,91,10,12,12,百
14753,77,3,9,8,八
3838,84,8,13,13,千
5977,97,7,15,15,亿
4318,37,8,14,14,万
3791,80,10,13,13,千
14663,69,3,9,8,八
13924,92,4,8,7,七
2047,12,7,12,12,百
5110,19,1,15,15,亿
5456,5,6,15,15,亿
12583,61,3,7,6,六
5937,93,7,15,15,亿
1049,12,9,11,10,十
11680,70,1,6,5,五
11162,23,2,6,5,五
8564,6,4,3,2,二
13603,63,3,8,7,七
1555,59,5,11,10,十
6998,99,8,1,0,零
2067,14,7,12,12,百
3830,84,1,13,13,千
8611,64,10,3,2,二
2644,67,4,12,12,百
9691,71,10,4,3,三
11708,72,8,6,5,五
9568,6,8,4,3,三
10347,4,7,5,4,四
10281,34,10,5,4,四
14666,69,6,9,8,八
6049,12,9,1,0,零
2713,73,3,12,12,百
12985,98,5,7,6,六
10164,23,4,5,4,四
9271,33,10,4,3,三
5432,48,2,15,15,亿
13774,79,4,8,7,七
6682,70,2,1,0,零
8209,27,9,3,2,二
11760,78,1,6,5,五
14763,78,3,9,8,八
4528,56,8,14,14,万
2038,11,8,12,12,百
3708,72,8,13,13,千
1317,37,7,11,10,十
4032,11,2,14,14,万
6993,99,3,1,0,零
6719,73,9,1,0,零
14435,48,5,9,8,八
6485,52,5,1,0,零
13620,65,1,8,7,七
13944,94,4,8,7,七
13936,93,6,8,7,七
2870,88,1,12,12,百
13524,56,4,8,7,七
5780,8,1,15,15,亿
13581,61,10,8,7,七
13019,10,9,8,7,七
8906,90,6,3,2,二
7341,4,10,2,1,一
470,51,1,10,9,九
13493,53,3,8,7,七
7984,98,4,2,1,一
4276,33,6,14,14,万
6326,38,6,1,0,零
198,26,8,10,9,九
13958,95,8,8,7,七
9683,70,3,4,3,三
11112,19,2,6,5,五
13148,21,8,8,7,七
6688,70,8,1,0,零
10381,43,10,5,4,四
984,98,4,10,9,九
8540,58,1,3,2,二
4328,38,8,14,14,万
12736,75,6,7,6,六
13394,44,4,8,7,七
7766,78,6,2,1,一
287,34,7,10,9,九
5544,58,4,15,15,亿
9063,14,3,4,3,三
5032,11,2,15,15,亿
8703,72,3,3,2,二
4068,14,8,14,14,万
6436,48,6,1,0,零
11682,70,2,6,5,五
10708,72,8,5,4,四
9311,37,10,4,3,三
3651,68,10,13,13,千
1976,97,6,11,10,十
314,37,4,10,9,九
327,38,7,10,9,九
11272,33,2,6,5,五
1038,11,8,11,10,十
8590,62,1,3,2,二
14047,12,7,9,8,八
11503,54,3,6,5,五
11066,14,6,6,5,五
9115,19,5,4,3,三
13837,84,7,8,7,七
4234,3,4,14,14,万
13222,29,2,8,7,七
5783,8,3,15,15,亿
2078,15,8,12,12,百
11453,5,3,6,5,五
8952,95,2,3,2,二
8180,25,1,3,2,二
11070,15,1,6,5,五
6904,90,4,1,0,零
10460,50,1,5,4,四
7636,66,6,2,1,一
5853,86,3,15,15,亿
7773,79,3,2,1,一
9196,26,6,4,3,三
11527,56,7,6,5,五
3631,66,10,13,13,千
4638,66,8,14,14,万
2372,42,2,12,12,百
4185,25,5,14,14,万
8315,37,5,3,2,二
9932,93,2,4,3,三
3403,45,3,13,13,千
900,90,1,10,9,九
4271,33,10,14,14,万
4920,92,1,14,14,万
9404,45,4,4,3,三
5756,77,6,15,15,亿
9521,56,10,4,3,三
12310,37,1,7,6,六
9549,58,9,4,3,三
11872,88,2,6,5,五
10874,88,4,5,4,四
2242,30,2,12,12,百
290,35,1,10,9,九
8481,52,10,3,2,二
8132,20,2,3,2,二
1048,12,8,11,10,十
12857,86,7,7,6,六
3392,44,2,13,13,千
12066,14,6,7,6,六
11262,32,2,6,5,五
12788,8,8,7,6,六
149,21,9,10,9,九
14760,78,1,9,8,八
2566,6,6,12,12,百
3566,6,6,13,13,千
5888,89,8,15,15,亿
10123,2,3,5,4,四
12276,33,6,7,6,六
8436,48,6,3,2,二
2650,68,1,12,12,百
12137,20,7,7,6,六
10099,17,9,5,4,四
4912,91,2,14,14,万
3370,42,1,13,13,千
12802,81,2,7,6,六
9256,31,6,4,3,三
9255,31,5,4,3,三
13514,55,4,8,7,七
6627,65,7,1,0,零
227,29,7,10,9,九
3112,19,2,13,13,千
3837,84,7,13,13,千
7313,37,3,2,1,一
1728,74,8,11,10,十
6101,18,10,1,0,零
6386,43,6,1,0,零
10195,26,5,5,4,四
14902,90,2,9,8,八
191,26,10,10,9,九
6454,5,4,1,0,零
7565,6,5,2,1,一
12330,39,1,7,6,六
5556,59,6,15,15,亿
8551,59,10,3,2,二
4387,43,7,14,14,万
8445,49,5,3,2,二
8104,18,4,3,2,二
12770,79,1,7,6,六
11278,33,8,6,5,五
9982,98,2,4,3,三
11670,7,1,6,5,五
13130,20,1,8,7,七
12256,31,6,7,6,六
8491,53,10,3,2,二
6252,31,2,1,0,零
10826,83,6,5,4,四
12364,41,4,7,6,六
1739,75,9,11,10,十
8042,12,2,3,2,二
9967,96,7,4,3,三
12071,15,10,7,6,六
6070,15,1,1,0,零
6751,77,10,1,0,零
12337,39,7,7,6,六
3804,81,4,13,13,千
13622,65,2,8,7,七
2039,11,9,12,12,百
4760,78,1,14,14,万
2635,66,5,12,12,百
6054,13,4,1,0,零
12188,25,8,7,6,六
14469,50,9,9,8,八
12207,27,7,7,6,六
3208,27,8,13,13,千
7953,95,3,2,1,一
3413,46,3,13,13,千
6336,39,6,1,0,零
4763,78,3,14,14,万
2843,85,3,12,12,百
3790,80,1,13,13,千
1922,92,2,11,10,十
5599,62,9,15,15,亿
34,11,4,10,9,九
14212,28,2,9,8,八
2484,52,4,12,12,百
3517,55,7,13,13,千
1481,52,10,11,10,十
1216,28,6,11,10,十
7451,5,10,2,1,一
2329,38,9,12,12,百
1246,30,6,11,10,十
3098,17,8,13,13,千
12241,30,10,7,6,六
10901,90,10,5,4,四
1816,82,6,11,10,十
9227,29,7,4,3,三
9424,47,4,4,3,三
14403,45,3,9,8,八
5392,44,2,15,15,亿
8557,59,7,3,2,二
12293,35,3,7,6,六
7597,62,7,2,1,一
826,83,6,10,9,九
12537,57,7,7,6,六
5694,71,4,15,15,亿
7220,29,1,2,1,一
2407,45,7,12,12,百
1960,96,1,11,10,十
2287,34,7,12,12,百
11714,73,4,6,5,五
14973,97,3,9,8,八
589,61,9,10,9,九
3829,83,9,13,13,千
4762,78,2,14,14,万
2399,44,9,12,12,百
12869,87,9,7,6,六
8674,7,4,3,2,二
6903,90,3,1,0,零
10118,19,8,5,4,四
4521,56,10,14,14,万
8458,5,8,3,2,二
10622,65,2,5,4,四
14654,68,4,9,8,八
3143,21,3,13,13,千
751,77,10,10,9,九
7195,26,5,2,1,一
14089,16,9,9,8,八
6121,2,10,1,0,零
1230,3,1,11,10,十
10682,70,2,5,4,四
3365,41,5,13,13,千
5325,38,5,15,15,亿
11695,71,5,6,5,五
3136,20,6,13,13,千
10967,96,7,5,4,四
690,71,1,10,9,九
6771,79,10,1,0,零
2645,67,5,12,12,百
9751,77,10,4,3,三
7390,44,1,2,1,一
1636,66,6,11,10,十
5483,52,3,15,15,亿
1668,69,8,11,10,十
3022,100,2,13,13,千
11799,80,9,6,5,五
8729,74,9,3,2,二
1891,9,10,11,10,十
5301,36,10,15,15,亿
11787,8,7,6,5,五
14463,50,3,9,8,八
7836,84,6,2,1,一
13533,57,3,8,7,七
13698,71,8,8,7,七
6590,62,1,1,0,零
9844,85,4,4,3,三
12474,51,4,7,6,六
14858,86,8,9,8,八
3609,63,9,13,13,千
6416,46,6,1,0,零
10565,6,5,5,4,四
12755,77,5,7,6,六
6223,29,3,1,0,零
5504,54,4,15,15,亿
2653,68,3,12,12,百
8986,98,6,3,2,二
9447,49,7,4,3,三
9028,100,8,4,3,三
14426,47,6,9,8,八
5022,100,2,15,15,亿
6469,50,9,1,0,零
14169,23,9,9,8,八
5529,56,9,15,15,亿
13255,31,5,8,7,七
12645,67,5,7,6,六
7790,80,1,2,1,一
3756,77,6,13,13,千
4568,6,8,14,14,万
14946,94,6,9,8,八
2303,36,3,12,12,百
2460,50,1,12,12,百
5688,70,8,15,15,亿
710,73,1,10,9,九
14146,21,6,9,8,八
7380,43,1,2,1,一
4535,57,5,14,14,万
13135,20,5,8,7,七
3610,64,1,13,13,千
10692,71,2,5,4,四
11560,6,1,6,5,五
2333,39,3,12,12,百
6002,1,2,1,0,零
9902,90,2,4,3,三
6552,59,2,1,0,零
10021,100,10,5,4,四
12700,72,1,7,6,六
11806,81,6,6,5,五
4302,36,2,14,14,万
7438,48,8,2,1,一
9950,95,1,4,3,三
3615,64,5,13,13,千
4616,64,6,14,14,万
4481,52,10,14,14,万
4785,8,5,14,14,万
10095,17,5,5,4,四
240,30,1,10,9,九
11337,39,7,6,5,五
698,71,8,10,9,九
7249,30,9,2,1,一
8334,39,4,3,2,二
4588,61,8,14,14,万
5952,95,2,15,15,亿
11236,3,6,6,5,五
4120,2,1,14,14,万
13140,21,1,8,7,七
10271,33,10,5,4,四
3287,34,7,13,13,千
14420,47,1,9,8,八
3189,25,9,13,13,千
899,9,9,10,9,九
14037,11,7,9,8,八
8444,49,4,3,2,二
12723,74,3,7,6,六
1839,84,9,11,10,十
718,73,8,10,9,九
13707,72,7,8,7,七
426,47,6,10,9,九
892,9,2,10,9,九
13570,60,1,8,7,七
911,91,10,10,9,九
14597,62,7,9,8,八
806,81,6,10,9,九
4718,73,8,14,14,万
4852,86,2,14,14,万
11960,96,1,6,5,五
8600,63,1,3,2,二
7586,61,6,2,1,一
6479,51,9,1,0,零
1680,70,1,11,10,十
10257,31,7,5,4,四
731,75,10,10,9,九
6561,6,10,1,0,零
3417,46,7,13,13,千
11828,83,8,6,5,五
695,71,5,10,9,九
6661,69,10,1,0,零
12640,67,1,7,6,六
5216,28,6,15,15,亿
6750,77,1,1,0,零
7230,3,1,2,1,一
4695,71,5,14,14,万
14353,40,3,9,8,八
10654,68,4,5,4,四
6615,64,5,1,0,零
8133,20,3,3,2,二
10618,64,8,5,4,四
12933,93,3,7,6,六
8312,37,2,3,2,二
820,83,1,10,9,九
5546,58,6,15,15,亿
2884,89,4,12,12,百
4494,53,4,14,14,万
113,19,3,10,9,九
6829,83,9,1,0,零
14914,91,4,9,8,八
4601,63,10,14,14,万
9368,41,8,4,3,三
3389,43,9,13,13,千
8954,95,4,3,2,二
7995,99,5,2,1,一
14094,17,4,9,8,八
11221,29,10,6,5,五
4955,95,5,14,14,万
3251,31,10,13,13,千
3805,81,5,13,13,千
11418,46,8,6,5,五
3142,21,2,13,13,千
2243,30,3,12,12,百
9505,54,5,4,3,三
774,79,4,10,9,九
13660,69,1,8,7,七
2834,84,4,12,12,百
5776,79,6,15,15,亿
3324,38,4,13,13,千
4282,34,2,14,14,万
8894,9,4,3,2,二
5052,13,2,15,15,亿
3286,34,6,13,13,千
5139,20,9,15,15,亿
10322,38,2,5,4,四
10857,86,7,5,4,四
7146,21,6,2,1,一
7242,30,2,2,1,一
14804,81,4,9,8,八
8204,27,4,3,2,二
5152,22,2,15,15,亿
430,48,1,10,9,九
3554,59,4,13,13,千
333,39,3,10,9,九
10403,45,3,5,4,四
12315,37,5,7,6,六
1867,87,7,11,10,十
4964,96,4,14,14,万
8738,75,8,3,2,二
5663,69,3,15,15,亿
10748,76,8,5,4,四
6621,65,10,1,0,零
550,59,1,10,9,九
13886,89,6,8,7,七
959,95,9,10,9,九
13826,83,6,8,7,七
10300,36,1,5,4,四
9590,62,1,4,3,三
12309,36,9,7,6,六
8280,34,1,3,2,二
1441,49,10,11,10,十
1650,68,1,11,10,十
1390,44,1,11,10,十
13234,3,4,8,7,七
4902,90,2,14,14,万
10310,37,1,5,4,四
10207,27,7,5,4,四
12995,99,5,7,6,六
1160,23,1,11,10,十
4958,95,8,14,14,万
954,95,4,10,9,九
11517,55,7,6,5,五
4222,29,2,14,14,万
3678,7,8,13,13,千
9164,23,4,4,3,三
4275,33,5,14,14,万
14587,61,7,9,8,八
14636,66,6,9,8,八
4764,78,4,14,14,万
14040,12,1,9,8,八
7190,26,1,2,1,一
4102,18,2,14,14,万
12482,52,2,7,6,六
2548,58,8,12,12,百
1622,65,2,11,10,十
8567,6,7,3,2,二
14516,55,6,9,8,八
12602,63,2,7,6,六
8200,27,1,3,2,二
4667,69,7,14,14,万
2718,73,8,12,12,百
5436,48,6,15,15,亿
2565,6,5,12,12,百
1702,72,2,11,10,十
7273,33,3,2,1,一
12811,82,10,7,6,六
2346,4,6,12,12,百
517,55,7,10,9,九
11577,60,7,6,5,五
8991,99,10,3,2,二
8816,82,6,3,2,二
12238,3,8,7,6,六
993,99,3,10,9,九
7714,73,4,2,1,一
7425,47,5,2,1,一
11271,33,10,6,5,五
6153,22,3,1,0,零
2542,58,2,12,12,百
14438,48,8,9,8,八
9312,37,2,4,3,三
3605,63,5,13,13,千
3903,90,3,13,13,千
5335,39,5,15,15,亿
2719,73,9,12,12,百
12328,38,8,7,6,六
4513,55,3,14,14,万
9649,67,9,4,3,三
14075,15,5,9,8,八
688,70,8,10,9,九
5796,80,6,15,15,亿
12080,16,1,7,6,六
5097,17,7,15,15,亿
4031,11,10,14,14,万
8563,6,3,3,2,二
11771,79,10,6,5,五
11575,60,5,6,5,五
8915,91,5,3,2,二
4498,53,8,14,14,万
12149,21,9,7,6,六
3217,28,7,13,13,千
5457,5,7,15,15,亿
14401,45,10,9,8,八
3957,95,7,13,13,千
13087,16,7,8,7,七
8480,52,1,3,2,二
414,46,4,10,9,九
5498,53,8,15,15,亿
3440,49,1,13,13,千
6266,32,6,1,0,零
9870,88,1,4,3,三
1784,8,4,11,10,十
1649,67,9,11,10,十
1196,26,6,11,10,十
8261,32,10,3,2,二
8129,2,9,3,2,二
4316,37,6,14,14,万
6890,9,1,1,0,零
7415,46,5,2,1,一
13655,68,5,8,7,七
5972,97,2,15,15,亿
8556,59,6,3,2,二
11353,40,3,6,5,五
11692,71,2,6,5,五
411,46,10,10,9,九
9465,50,5,4,3,三
14137,20,7,9,8,八
7849,85,9,2,1,一
14409,45,9,9,8,八
4572,60,2,14,14,万
3233,3,3,13,13,千
8322,38,2,3,2,二
302,36,2,10,9,九
2866,87,6,12,12,百
5886,89,6,15,15,亿
14893,9,3,9,8,八
4204,27,4,14,14,万
8427,47,7,3,2,二
10836,84,6,5,4,四
2340,4,1,12,12,百
5768,78,8,15,15,亿
5204,27,4,15,15,亿
1232,3,2,11,10,十
7553,59,3,2,1,一
12386,43,6,7,6,六
10089,16,9,5,4,四
4319,37,9,14,14,万
5545,58,5,15,15,亿
730,75,1,10,9,九
11928,92,8,6,5,五
10816,82,6,5,4,四
14101,18,10,9,8,八
12442,49,2,7,6,六
9585,61,5,4,3,三
12035,11,5,7,6,六
7512,55,2,2,1,一
7101,18,10,2,1,一
3316,37,6,13,13,千
3862,87,2,13,13,千
9707,72,7,4,3,三
6929,92,9,1,0,零
2396,44,6,12,12,百
5811,82,10,15,15,亿
9860,87,1,4,3,三
8756,77,6,3,2,二
10329,38,9,5,4,四
9892,9,2,4,3,三
14995,99,5,9,8,八
4009,1,9,14,14,万
13240,30,1,8,7,七
9362,41,2,4,3,三
1027,100,7,11,10,十
560,6,1,10,9,九
9364,41,4,4,3,三
7383,43,3,2,1,一
6610,64,1,1,0,零
11728,74,8,6,5,五
8635,66,5,3,2,二
8276,33,6,3,2,二
5865,87,5,15,15,亿
14744,76,4,9,8,八
14504,54,4,9,8,八
4360,41,1,14,14,万
7716,73,6,2,1,一
5899,9,9,15,15,亿
5224,29,4,15,15,亿
2833,84,3,12,12,百
1209,27,9,11,10,十
6523,56,3,1,0,零
7691,71,10,2,1,一
13481,52,10,8,7,七
6035,11,5,1,0,零
12362,41,2,7,6,六
7066,14,6,2,1,一
3905,90,5,13,13,千
10218,28,8,5,4,四
8726,74,6,3,2,二
7409,45,9,2,1,一
2726,74,6,12,12,百
12623,65,3,7,6,六
5014,10,4,15,15,亿
5650,68,1,15,15,亿
6937,93,7,1,0,零
8110,19,1,3,2,二
306,36,6,10,9,九
4506,54,6,14,14,万
12338,39,8,7,6,六
13335,39,5,8,7,七
9308,36,8,4,3,三
269,32,9,10,9,九
8853,86,3,3,2,二
10800,81,1,5,4,四
12920,92,1,7,6,六
10047,12,7,5,4,四
2035,11,5,12,12,百
10155,22,5,5,4,四
13459,5,9,8,7,七
9106,18,6,4,3,三
10871,88,10,5,4,四
3338,39,8,13,13,千
12142,21,2,7,6,六
9389,43,9,4,3,三
13285,34,5,8,7,七
10287,34,7,5,4,四
10850,86,1,5,4,四
8049,12,9,3,2,二
3939,93,9,13,13,千
14652,68,2,9,8,八
7015,10,5,2,1,一
13498,53,8,8,7,七
2235,3,5,12,12,百
14471,51,10,9,8,八
9923,92,3,4,3,三
790,80,1,10,9,九
7920,92,1,2,1,一
8514,55,4,3,2,二
12179,24,9,7,6,六
10846,85,6,5,4,四
9579,60,9,4,3,三
8657,68,7,3,2,二
11918,91,8,6,5,五
10423,47,3,5,4,四
1736,75,6,11,10,十
9179,24,9,4,3,三
11869,87,9,6,5,五
2965,96,5,12,12,百
6731,75,10,1,0,零
13516,55,6,8,7,七
1522,56,2,11,10,十
11125,2,5,6,5,五
8082,16,2,3,2,二
14412,46,2,9,8,八
1859,86,9,11,10,十
7525,56,5,2,1,一
13012,10,2,8,7,七
2914,91,4,12,12,百
2318,37,8,12,12,百
416,46,6,10,9,九
8288,34,8,3,2,二
9619,64,9,4,3,三
741,76,10,10,9,九
4405,45,5,14,14,万
13554,59,4,8,7,七
262,32,2,10,9,九
4907,90,7,14,14,万
12830,84,1,7,6,六
9034,11,4,4,3,三
10739,75,9,5,4,四
1544,58,4,11,10,十
10996,99,6,5,4,四
24,100,4,10,9,九
689,70,9,10,9,九
3434,48,4,13,13,千
12893,9,3,7,6,六
2493,53,3,12,12,百
2269,32,9,12,12,百
11288,34,8,6,5,五
8452,5,2,3,2,二
7724,74,4,2,1,一
9937,93,7,4,3,三
2388,43,8,12,12,百
6691,71,10,1,0,零
6775,79,5,1,0,零
14104,18,4,9,8,八
13631,66,10,8,7,七
12247,30,7,7,6,六
14889,89,9,9,8,八
7940,94,1,2,1,一
8188,25,8,3,2,二
1487,52,7,11,10,十
1708,72,8,11,10,十
13131,20,10,8,7,七
12650,68,1,7,6,六
758,77,8,10,9,九
3357,40,7,13,13,千
11318,37,8,6,5,五
6486,52,6,1,0,零
601,63,10,10,9,九
12791,80,10,7,6,六
12064,14,4,7,6,六
13806,81,6,8,7,七
11603,63,3,6,5,五
12631,66,10,7,6,六
14142,21,2,9,8,八
7203,27,3,2,1,一
1692,71,2,11,10,十
6281,34,10,1,0,零
7040,12,1,2,1,一
7856,86,6,2,1,一
9999,99,9,4,3,三
11935,93,5,6,5,五
9075,15,5,4,3,三
12221,29,10,7,6,六
13155,22,5,8,7,七
7589,61,9,2,1,一
535,57,5,10,9,九
13338,39,8,8,7,七
13675,7,5,8,7,七
6293,35,3,1,0,零
8621,65,10,3,2,二
6059,13,9,1,0,零
6442,49,2,1,0,零
2621,65,10,12,12,百
5910,91,1,15,15,亿
4261,32,10,14,14,万
5990,99,1,15,15,亿
6050,13,1,1,0,零
4416,46,6,14,14,万
13452,5,2,8,7,七
4913,91,3,14,14,万
4884,89,4,14,14,万
9285,34,5,4,3,三
12501,54,10,7,6,六
10818,82,8,5,4,四
12963,96,3,7,6,六
4225,29,5,14,14,万
6219,28,9,1,0,零
7482,52,2,2,1,一
11950,95,1,6,5,五
218,28,8,10,9,九
9963,96,3,4,3,三
13752,77,2,8,7,七
6014,10,4,1,0,零
231,3,10,10,9,九
2166,23,6,12,12,百
9634,66,4,4,3,三
3351,40,10,13,13,千
8301,36,10,3,2,二
5631,66,10,15,15,亿
9670,7,1,4,3,三
5591,62,10,15,15,亿
7181,25,10,2,1,一
6206,27,6,1,0,零
3647,67,7,13,13,千
745,76,5,10,9,九
11372,42,2,6,5,五
10518,55,8,5,4,四
14918,91,8,9,8,八
13781,8,10,8,7,七
3414,46,4,13,13,千
9452,5,2,4,3,三
4522,56,2,14,14,万
8597,62,7,3,2,二
2990,99,1,12,12,百
4454,5,4,14,14,万
14867,87,7,9,8,八
4442,49,2,14,14,万
7369,41,9,2,1,一
7783,8,3,2,1,一
11790,80,1,6,5,五
2072,15,2,12,12,百
7024,100,4,2,1,一
436,48,6,10,9,九
12824,83,4,7,6,六
12212,28,2,7,6,六
1,1,10,10,9,九
13057,13,7,8,7,七
5109,18,9,15,15,亿
4716,73,6,14,14,万
5542,58,2,15,15,亿
13383,43,3,8,7,七
9214,28,4,4,3,三
3484,52,4,13,13,千
3401,45,10,13,13,千
5408,45,8,15,15,亿
3608,63,8,13,13,千
7188,25,8,2,1,一
6696,71,6,1,0,零
1632,66,2,11,10,十
2266,32,6,12,12,百
12108,18,8,7,6,六
2245,30,5,12,12,百
904,90,4,10,9,九
2014,10,4,12,12,百
12322,38,2,7,6,六
2428,47,8,12,12,百
2518,55,8,12,12,百
10502,54,2,5,4,四
4994,99,4,14,14,万
11905,90,5,6,5,五
6791,80,10,1,0,零
1473,51,3,11,10,十
8303,36,3,3,2,二
8072,15,2,3,2,二
401,45,10,10,9,九
1262,32,2,11,10,十
4824,83,4,14,14,万
8447,49,7,3,2,二
1545,58,5,11,10,十
1688,70,8,11,10,十
3623,65,3,13,13,千
8891,9,10,3,2,二
11753,77,3,6,5,五
2568,6,8,12,12,百
11481,52,10,6,5,五
4184,25,4,14,14,万
7248,30,8,2,1,一
14078,15,8,9,8,八
12114,19,4,7,6,六
10779,79,9,5,4,四
669,69,9,10,9,九
8287,34,7,3,2,二
10625,65,5,5,4,四
4193,26,3,14,14,万
4198,26,8,14,14,万
2824,83,4,12,12,百
8411,46,10,3,2,二
195,26,5,10,9,九
8908,90,8,3,2,二
14119,19,9,9,8,八
6333,39,3,1,0,零
11032,11,2,6,5,五
13611,64,10,8,7,七
